study_id	Name	BIDSVersion	License	Authors
study-ds000001	Balloon Analog Risk-taking Task	1.10.1	CC0	['Tom Schonberg', 'Christopher Trepel', 'Craig Fox', 'Russell A. Poldrack']
study-ds000002	Classification learning	1.10.1	This dataset is made available under the Public Domain Dedication and License 
v1.0, whose full text can be found at 
http://www.opendatacommons.org/licenses/pddl/1.0/. 
We hope that all users will follow the ODC Attribution/Share-Alike 
Community Norms (http://www.opendatacommons.org/norms/odc-by-sa/); 
in particular, while not legally required, we hope that all users 
of the data will acknowledge the OpenfMRI project and NSF Grant 
OCI-1131441 (R. Poldrack, PI) in any publications.	['Aron, A.R.', 'Gluck, M.A.', 'Poldrack, R.A.']
study-ds000003	Rhyme judgment	1.10.1	CC0	['Xue, G.', 'Russell A. Poldrack']
study-ds000005	Mixed-gambles task	1.10.1	This dataset is made available under the Public Domain Dedication and License 
v1.0, whose full text can be found at 
http://www.opendatacommons.org/licenses/pddl/1.0/. 
We hope that all users will follow the ODC Attribution/Share-Alike 
Community Norms (http://www.opendatacommons.org/norms/odc-by-sa/); 
in particular, while not legally required, we hope that all users 
of the data will acknowledge the OpenfMRI project and NSF Grant 
OCI-1131441 (R. Poldrack, PI) in any publications.	['Tom S.M.', 'Fox C.R.', 'Trepel C.', 'Poldrack R.A.']
study-ds000006	ds000006	1.10.1	This dataset is made available under the Public Domain Dedication and License 
v1.0, whose full text can be found at 
http://www.opendatacommons.org/licenses/pddl/1.0/. 
We hope that all users will follow the ODC Attribution/Share-Alike 
Community Norms (http://www.opendatacommons.org/norms/odc-by-sa/); 
in particular, while not legally required, we hope that all users 
of the data will acknowledge the OpenfMRI project and NSF Grant 
OCI-1131441 (R. Poldrack, PI) in any publications.	['K Jimura', 'E Stover', 'F Cazalis', 'Russell A. Poldrack']
study-ds000007	Stop-signal task with spoken & manual responses	1.10.1	PDDL	['Xue G', 'Aron AR', 'Russell A. Poldrack']
study-ds000008	Stop-signal task with unconditional and conditional stopping	1.10.1	This dataset is made available under the Public Domain Dedication and License 
v1.0, whose full text can be found at 
